id,xcoord,ycoord
1085,115.29189,3.22463
1086,-126.76395,-89.66467
1087,31.28580,53.35316
1088,124.59515,1.19821
1089,-13.50667,15.21401
1090,-1.45484,24.19188
1091,26.23870,43.53720
1092,-56.04639,52.77539
1093,-64.70910,-3.76806
1094,-109.32347,44.33472
1095,165.50873,-87.66007
1096,-99.02426,72.59400
1097,-45.25754,64.76077
1098,5.68874,27.41369
1099,-51.79236,4.52748
1100,152.79643,-73.85015
1101,-74.02731,54.35861
1102,31.86865,9.24926
1103,128.11988,53.82260
1104,-124.57141,64.61445
1105,-71.81479,-8.11986
1106,-126.38471,50.07780
1107,29.21929,-69.96576
1108,38.76117,-76.03110
1109,-36.09701,67.30745
1110,-91.68750,-77.11907
1111,79.38159,-69.24440
1112,58.14102,-88.54717
1113,-128.82148,-80.16144
1114,-170.05076,-86.66629
1115,-75.27181,-86.05591
1116,-119.28696,37.64676
1117,-5.96696,12.46608
1118,0.42438,10.24070
1119,59.65970,54.57830
1120,81.99435,71.09786
1121,36.50777,-77.51218
1122,98.67047,15.12462
1123,-43.78596,-85.00787
1124,-43.61410,-11.07880
1125,76.46563,13.48699
1126,154.49581,-81.01164
1127,103.98185,25.75760
1128,30.99213,13.88498
1129,43.40433,12.07558
1130,175.68137,63.83718
1131,-120.05339,68.73812
1132,33.70233,12.94498
1133,25.06744,-32.35585
1134,-93.75218,-85.52887
1135,179.60664,-85.10276
1136,16.00536,22.68303
1137,99.53109,11.93196
1138,97.52487,34.57044
1139,-5.25248,-81.28770
1140,158.69481,-82.64399
1141,36.88022,2.29483
1142,-57.06447,-0.32831
1143,38.92826,-3.35945
1144,8.19922,-75.53842
1145,98.73964,26.95126
1146,44.94500,62.37375
1147,-49.06488,-87.82249
1148,8.94605,45.63548
1149,127.45615,-74.20760
1150,59.69666,40.45610
1151,132.42797,-1.56253
1152,4.36519,-82.80955
1153,30.75711,21.23426
1154,-74.92114,44.37698
1155,113.97077,33.70088
1156,176.29803,-84.89601
1157,-68.87054,-35.62494
1158,66.24224,40.84204
1159,136.08617,-33.85707
1160,27.27352,20.53883
1161,43.98789,-23.90651
1162,35.10333,31.27191
1163,-12.35863,9.25514
1164,-89.31370,67.44791
1165,76.78254,22.01993
1166,29.12437,19.35048
1167,-77.38031,1.15875
1168,92.67715,-68.66138
1169,146.78059,-31.53252
1170,-61.26430,0.88936
1171,146.74645,-72.21607
1172,56.11245,-85.41192
1173,160.51211,64.13151
1174,12.36960,-17.69848
1175,17.84967,25.35097
1176,54.60493,52.14251
1177,27.75731,-28.04590
1178,130.82370,-19.40102
1179,102.55757,42.43530
1180,57.62149,-81.31310
1181,28.85004,58.92084
1182,123.03734,-68.09084
1183,30.13008,59.80274
1184,-96.87932,45.01263
1185,-117.75184,48.92118
1186,-15.21636,-79.27235
1187,23.14173,61.72517
1188,69.39907,65.36468
1189,127.46735,-32.05637
1190,114.17566,67.13262
1191,-70.77296,-1.91076
1192,156.07792,68.03750
1193,-117.98654,43.67324
1194,95.91110,21.21569
1195,-46.88707,73.30675
1196,36.05403,55.40457
1197,-89.85556,-73.64318
1198,97.86300,41.64339
1199,-102.42107,46.94933
1200,156.89586,-69.50205
1201,-78.32755,-86.26198
1202,-67.42811,-36.66762
1203,25.32793,54.72105
1204,-16.21856,-85.53098
1205,-66.05310,-43.31174
1206,172.26846,67.30423
1207,-78.82589,82.35020
1208,49.27959,25.31681
1209,-58.36163,53.63061
1210,74.89015,41.96201
1211,119.10101,43.88956
1212,-128.34588,-86.07760
1213,15.05780,-74.81802
1214,55.85247,50.81442
1215,-121.37010,46.62138
1216,40.12050,59.61930
1217,-157.03523,67.90231
1218,-80.42439,69.75267
1219,70.19105,50.34396
1220,153.48096,62.99716
1221,32.82611,-24.04834
1222,-91.78228,67.49267
1223,-72.56520,60.22879
1224,114.38894,-72.33908
1225,45.28446,20.88760
1226,7.43020,-80.99839
1227,-77.28304,60.92891
1228,71.94304,25.25847
1229,-126.82381,-79.58822
1230,-109.53528,42.29903
1231,-68.21584,-18.09344
1232,22.64001,51.43196
1233,-137.02830,60.14149
1234,19.57617,48.06641
1235,107.01046,45.73222
1236,-70.88595,-84.25081
1237,-47.21888,-7.64445
1238,59.87676,-75.34585
1239,-116.49498,42.91423
1240,-131.96625,-77.87677
1241,-34.60194,82.95874
1242,-68.92850,-52.24345
1243,-18.20111,75.13585
1244,124.71019,-31.62429
1245,112.62486,-88.65146
1246,90.39227,-71.33365
1247,34.14320,-72.92388
1248,56.68104,59.19113
1249,128.99810,67.44140
1250,-55.68616,78.52685
1251,19.17249,-73.04876
1252,86.87768,-67.95253
1253,-108.10256,48.76804
1254,7.76047,35.31300
1255,-13.53120,15.58212
1256,55.74271,42.73542
1257,49.81734,37.73129
1258,132.66251,-0.67963
1259,-82.74516,-81.39396
1260,-70.20987,-33.58944
1261,67.17601,-73.14828
1262,-143.87068,-88.90253
1263,-117.71457,39.35120
1264,110.33106,58.43772
1265,128.71118,-71.73968
1266,-1.64476,52.38951
1267,-109.82577,55.86426
1268,34.03384,2.03669
1269,8.63011,47.65130
1270,36.36596,-76.00545
1271,34.19824,49.28530
1272,47.60894,14.02169
1273,53.24553,60.74754
1274,-102.11655,31.98032
1275,-39.49388,74.35926
1276,-89.20866,80.33894
1277,-115.36634,56.74838
1278,4.03279,-85.69922
1279,145.06625,-83.06864
1280,-6.40200,-71.01725
1281,78.99703,16.56975
1282,51.26497,21.92380
1283,-107.07987,52.60243
1284,97.20598,57.37384
1285,112.93820,58.23819
1286,0.23863,8.22743
1287,36.36343,62.49042
1288,-66.52155,-5.60386
1289,4.75705,31.61563
1290,135.29609,61.78927
1291,144.00356,71.37099
1292,123.39087,-17.81790
1293,5.00057,35.12297
1294,-58.27982,-2.22007
1295,-112.75284,55.89190
1296,145.75489,69.40552
1297,-114.36093,56.67654
1298,132.52154,-26.16126
1299,46.64538,-69.37076
1300,-60.07502,-11.94845
1301,19.85531,-7.69178
1302,-59.36588,-89.25829
1303,-20.37911,65.15842
1304,96.60081,-85.62625
1305,28.96444,51.96169
1306,-130.89208,-82.39727
1307,18.07390,-12.09940
1308,-166.21421,-87.40737
1309,-64.76913,77.77715
1310,82.35206,17.55577
1311,-48.06928,-15.93137
1312,-44.69773,63.99537
1313,5.98470,-88.29158
1314,31.34789,50.56763
1315,13.39271,-88.51693
1316,149.41104,-25.43293
1317,-62.69800,-14.21109
1318,-57.92616,-30.21091
1319,124.28443,63.01521
1320,43.33404,8.25781
1321,159.34036,-75.21799
1322,24.25044,-10.68614
1323,2.94640,31.52349
1324,92.00471,-83.35241
1325,94.42238,40.92256
1326,-45.84892,73.47497
1327,-78.12952,53.97006
1328,115.63411,37.52835
1329,-68.12548,-54.91011
1330,-15.62517,-77.70135
1331,99.86700,73.00978
1332,32.54917,28.42974
1333,-156.61065,70.60936
1334,-150.84634,64.05142
1335,34.87300,30.97842
1336,31.47662,21.82579
1337,143.83790,63.79188
1338,-113.90744,63.22774
1339,-106.79607,35.55495
1340,-49.21988,-25.69988
1341,-90.41571,81.86247
1342,-59.92115,-12.21841
1343,126.30293,71.49877
1344,49.40267,-74.99196
1345,-123.58064,67.63021
1346,117.68104,8.89788
1347,83.68890,40.32426
1348,-113.06005,72.43823
1349,33.30636,-14.33764
1350,83.18999,64.77490
1351,110.01214,68.51086
1352,43.72199,52.88881
1353,131.83721,67.85970
1354,-118.51120,75.66017
1355,-60.37960,-18.03676
1356,83.10554,64.43230
1357,97.83844,34.01823
1358,179.94791,-85.05622
1359,84.61988,69.12503
1360,82.69037,38.05576
1361,109.74194,-70.26080
1362,88.45505,-73.11919
1363,-88.24500,20.20734
1364,145.10801,43.48777
1365,114.99045,59.15672
1366,44.44607,67.02265
1367,7.73873,52.14010
1368,139.38949,-4.67453
1369,54.24563,-81.18442
1370,52.91684,44.20974
1371,-105.61617,26.23391
1372,-44.15963,-2.63925
1373,-123.76068,54.08694
1374,55.11968,80.74669
1375,-53.70468,79.34754
1376,-23.99301,71.71165
1377,140.69719,-31.00980
1378,140.98530,42.59493
1379,-68.00491,6.00521
1380,103.46492,-69.87126
1381,76.53494,13.90269
1382,120.23156,-89.51100
1383,-63.35787,-27.22329
1384,71.12928,-78.52976
1385,24.99495,11.07843
1386,60.35288,60.74315
1387,84.87113,62.22530
1388,-22.20661,70.80353
1389,-122.15082,61.65395
1390,113.57340,-74.69460
1391,70.14510,31.13822
1392,69.37243,26.98539
1393,-105.06960,61.00643
1394,104.57243,-76.60347
1395,72.11169,67.57128
1396,23.35947,-7.78122
1397,-85.43156,-82.58467
1398,97.64417,45.67119
1399,71.74741,72.68112
1400,-95.76272,-78.04583
1401,129.36694,-24.32797
1402,137.00597,69.51630
1403,-104.56207,60.79675
1404,2.23726,18.09818
1405,-96.75872,-74.72770
1406,-98.69601,36.45894
1407,37.13953,55.09803
1408,161.11381,61.08637
1409,-83.97930,70.17373
1410,99.53635,31.05276
1411,13.86841,49.16978
1412,86.82948,-77.39166
1413,151.17764,-23.63621
1414,49.11709,34.16606
1415,-145.34034,60.65601
1416,-149.13179,68.97247
1417,119.03711,48.51959
1418,22.16320,9.35257
1419,-3.77168,-74.42576
1420,117.01031,-28.20021
1421,126.62718,50.60293
1422,95.04358,57.16163
1423,114.53890,30.31569
1424,22.44075,-32.76041
1425,105.18028,75.99118
1426,-64.73457,2.87983
1427,-106.27592,-87.14328
1428,82.23317,31.40985
1429,30.17471,7.02485
1430,87.80414,-75.66599
1431,-39.75031,70.99903
1432,41.83547,-85.25486
1433,-3.01518,-86.35269
1434,167.72918,61.56247
1435,153.86667,66.74804
1436,64.47098,49.33002
1437,114.08469,55.75677
1438,-36.42923,67.13977
1439,132.96515,53.72557
1440,-17.49228,64.92079
1441,17.38088,79.22004
1442,-171.47241,65.85946
1443,30.34440,-79.16344
1444,105.56363,11.95500
1445,-38.94301,-4.08863
1446,-91.93400,75.40895
1447,44.95680,54.36489
1448,138.16573,60.87037
1449,102.88819,67.29486
1450,166.48055,68.15470
1451,106.42590,14.37143
1452,-21.83572,76.15077
1453,102.37131,63.01013
1454,17.70053,8.20868
1455,38.09338,35.94707
1456,142.91782,66.86337
1457,160.71328,-82.24322
1458,148.64758,66.54163
1459,50.85280,51.47945
1460,24.14582,-79.19886
1461,88.65053,43.11083
1462,106.87911,-87.12427
1463,63.17567,-67.73311
1464,12.97869,11.00290
1465,65.42008,48.37617
1466,24.97753,46.36230
1467,106.03825,43.24178
1468,80.21895,13.71558
1469,143.19062,-86.97797
1470,-75.53559,-12.88611
1471,125.81134,48.99094
1472,-7.01402,-73.49455
1473,117.60980,-74.35844
1474,-12.81371,27.81230
1475,-104.71645,44.55985
1476,46.90771,-83.51441
1477,40.76113,-80.57512
1478,85.77392,48.66819
1479,142.77662,-84.55263
1480,24.39222,-11.65570
1481,88.42112,49.41297
1482,23.82530,69.99856
1483,114.74309,36.91242
1484,111.92421,39.76711
1485,20.85437,51.61261
1486,22.15414,-4.80788
1487,146.01772,-27.41531
1488,-42.68352,-13.99494
1489,115.62522,73.00045
1490,143.96433,-30.94046
1491,-75.75705,61.63016
1492,-98.75268,53.19361
1493,18.49353,-72.20458
1494,140.43407,69.69832
1495,119.07585,-87.77868
1496,-74.42797,8.82447
1497,-71.80768,-6.30551
1498,-107.17691,36.10368
1499,11.45049,6.26786
1500,-2.47105,8.09514
1501,-70.45180,-75.24188
1502,-69.45408,-81.24063
1503,13.64173,-88.23166
1504,61.44296,32.19042
1505,141.36882,-22.54726
1506,127.19166,56.91644
1507,-4.04665,-74.80891
1508,14.02003,-11.90784
1509,-161.82939,61.43510
1510,-48.17066,-87.01812
1511,35.09248,47.82721
1512,38.51441,-88.53456
1513,83.80809,40.92481
1514,47.32121,5.50433
1515,78.00562,-86.90554
1516,-115.54035,60.71448
1517,-77.63899,34.73649
1518,40.02281,-85.45506
1519,45.93391,-19.92163
1520,-107.07955,65.81626
1521,29.83702,63.73906
1522,57.44348,32.92569
1523,-60.69747,-36.56234
1524,121.20388,49.27873
1525,5.36309,18.43592
1526,36.20885,14.07087
1527,-97.55227,47.48469
1528,85.11259,37.83329
1529,86.21734,20.05197
1530,-152.26839,-89.68051
1531,144.64037,-35.57882
1532,125.33815,-21.57640
1533,-3.89827,37.65369
1534,-110.01037,56.17267
1535,92.00714,65.99057
1536,-103.40912,-84.23169
1537,129.18423,-71.23813
1538,74.66065,-76.33165
1539,135.40518,47.73754
1540,-114.50412,-77.70771
1541,105.23968,-72.71605
1542,104.84154,69.29407
1543,21.01855,-7.23390
1544,-68.36433,-45.61110
1545,89.97786,23.05302
1546,-109.08303,43.24953
1547,134.38017,-75.93864
1548,34.31650,7.27930
1549,-133.50228,-81.71348
1550,-68.30559,-38.39583
1551,114.95750,-23.50725
1552,29.63019,7.80957
1553,-115.77431,-89.89685
1554,151.24362,67.25301
1555,90.04909,68.75540
1556,81.29609,49.35340
1557,-34.68755,71.34341
1558,-87.95825,44.67638
1559,-109.14213,52.86407
1560,106.50326,27.00294
1561,1.61277,18.22547
1562,-74.24899,-15.22043
1563,18.05235,-27.44055
1564,116.20458,-71.63113
1565,101.90080,47.76604
1566,87.82639,71.93338
1567,-129.12071,-89.08709
1568,-130.54456,69.76035
1569,79.66986,31.80572
1570,88.13926,73.66228
1571,42.30752,0.69467
1572,34.11838,30.85116
1573,81.33514,-88.32223
1574,-86.42512,-87.61734
1575,116.44147,49.11712
1576,52.55938,34.02803
1577,62.78106,35.32723
1578,171.47880,62.23835
1579,104.20932,50.41558
1580,-9.89984,7.51483
1581,-85.76878,64.42823
1582,41.95077,3.41185
1583,93.43970,49.96805
1584,87.05139,72.17043
1585,134.88044,58.50335
1586,102.56222,28.88123
1587,108.51022,-73.77908
1588,-155.89077,-86.63611
1589,81.23122,-78.22135
1590,95.29395,69.99994
1591,-12.97841,10.58818
1592,157.11791,62.48896
1593,56.62040,68.23298
1594,-71.30081,80.80627
1595,119.67651,26.75757
1596,98.92905,28.56962
1597,145.22276,-24.16319
1598,102.24198,-74.76423
1599,101.78077,58.32976
1600,-5.37994,38.26618
1601,-49.73678,79.42430
1602,-55.63415,-9.07656
1603,140.92414,64.45628
1604,37.85965,-11.96926
1605,52.50192,34.33697
1606,-44.10393,-88.59427
1607,98.45756,39.40827
1608,21.90668,-32.26259
1609,112.34059,74.90601
1610,17.01693,48.62426
1611,78.33930,31.82202
1612,8.34943,-77.69774
1613,-150.42616,62.11060
1614,-145.20750,-87.13091
1615,-112.75233,54.85640
1616,-76.93154,48.93781
1617,37.76518,26.92396
1618,139.88103,-19.97823
1619,-47.65526,-0.82800
1620,47.73605,15.48037
1621,114.84355,1.32550
1622,-12.31902,-75.09060
1623,95.34805,62.53576
1624,-94.55294,60.87607
1625,-154.68227,69.21317
1626,58.37311,23.00738
1627,-92.02201,40.71750
1628,-72.59698,-87.57969
1629,49.72347,9.61755
1630,17.95664,25.06140
1631,108.53170,38.49918
1632,35.40477,47.06765
1633,-81.49559,-78.17703
1634,146.48095,-23.60258
1635,-97.29389,72.03605
1636,130.86035,66.55906
1637,167.98256,63.64622
1638,-91.64967,39.60578
1639,47.99751,32.46471
1640,-60.92569,-2.50501
1641,14.28730,51.26041
1642,133.00333,62.26422
1643,98.46407,25.21828
1644,140.65701,-4.57510
1645,-103.38395,44.11773
1646,-74.12103,-14.55215
1647,125.60972,-20.74621
1648,-116.48120,-76.60154
1649,43.90873,3.59623
1650,-4.31586,53.22278
1651,-67.33578,-76.10737
1652,40.79322,59.47143
1653,-100.49144,19.22907
1654,52.39368,40.96755
1655,-58.80049,-36.44674
1656,-73.38660,64.97260
1657,94.77196,25.65878
1658,135.13777,-71.20069
1659,-12.56413,-73.76278
1660,149.16399,-25.36412
1661,130.70112,56.13029
1662,106.43935,-81.95393
1663,-74.88283,42.66686
1664,-142.80425,63.91346
1665,40.81185,5.42195
1666,-67.62542,-4.25194
1667,16.56803,21.98507
1668,52.59977,57.09382
1669,129.72969,-72.40595
1670,105.00081,23.46052
1671,158.45701,64.03458
1672,-61.12419,-9.23433
1673,-58.30227,-32.45207
1674,-80.22510,35.71185
1675,33.02667,-76.41369
1676,-4.24090,9.51788
1677,-24.56720,-85.68961
1678,-155.00965,63.39945
1679,68.78710,46.85471
1680,-23.33768,-89.18259
1681,-50.80593,65.67056
1682,60.98249,56.51904
1683,96.62715,-87.50288
1684,47.99456,-78.46633
1685,-77.14272,-87.89670
1686,105.06713,43.57484
1687,-27.52237,-84.54497
1688,-92.75779,79.12188
1689,-64.80380,-36.39746
1690,-66.64727,-5.95108
1691,29.81424,-11.12975
1692,-162.89284,-78.96040
1693,-123.73371,64.74924
1694,141.00956,62.17838
1695,45.38555,-18.26020
1696,-55.83475,-88.61305
1697,-124.91020,-76.22775
1698,-147.66135,67.36327
1699,88.61338,68.85691
1700,164.11297,-85.53197
1701,147.91088,-86.32899
1702,135.88521,-89.48714
1703,149.38097,62.58321
1704,39.32697,-9.50933
1705,-101.96450,47.19028
1706,45.85566,-79.68042
1707,114.15474,-24.12003
1708,48.61228,18.53068
1709,76.59190,50.20384
1710,-3.77970,12.01100
1711,-129.59459,58.19587
1712,-103.42933,63.47078
1713,-76.44095,-7.25013
1714,54.75975,66.40544
1715,-109.95919,69.39452
1716,-54.67580,-26.76568
1717,19.73605,-4.14483
1718,39.83747,66.51755
1719,-116.47866,50.67413
1720,43.05707,-87.35545
1721,150.74780,-22.75161
1722,108.19296,63.02492
1723,-63.21856,10.40441
1724,38.64457,46.42006
1725,-39.28129,76.34005
1726,128.45757,-74.28884
1727,-13.32915,26.28428
1728,67.01262,51.22780
1729,101.06696,-68.22964
1730,114.93372,46.78262
1731,43.63106,-69.10060
1732,136.41519,-12.97063
1733,-143.58784,61.23937
1734,173.17834,-86.25190
1735,-49.11680,76.68610
1736,-107.65974,30.23518
1737,92.05864,22.11331
1738,97.27250,-87.80659
1739,110.55220,60.72973
1740,21.97834,44.95477
1741,87.93647,-88.30643
1742,60.12784,-89.26950
1743,114.31795,24.86009
1744,140.37850,-75.12021
1745,49.30822,-86.02005
1746,56.18163,52.69344
1747,-76.18454,-86.32599
1748,30.33286,-21.95065
1749,-66.38957,-25.62679
1750,176.66748,-85.96185
1751,-132.00522,-88.59746
1752,28.67509,57.44196
1753,-127.52365,-87.91925
1754,-63.80527,-14.04974
1755,48.23537,-18.47956
1756,108.00742,-83.46823
1757,57.97829,26.60840
1758,-74.89867,-5.81986
1759,126.98835,35.83283
1760,-92.07778,-78.93381
1761,-31.61401,69.16270
1762,43.52692,5.37108
1763,115.33586,-33.68136
1764,21.76130,51.79757
1765,17.07006,25.70583
1766,-1.41622,-79.92010
1767,35.04015,68.93503
1768,51.58348,-79.17198
1769,8.32797,-84.52085
1770,80.86690,-79.46838
1771,97.09316,26.59525
1772,-87.13727,-80.49020
1773,76.46241,47.71190
1774,63.22954,69.67872
1775,-70.05835,-19.53449
1776,-67.32706,-40.14406
1777,-79.33975,71.86247
1778,105.50818,21.12157
1779,95.38773,-82.99410
1780,25.32082,68.33519
1781,-107.66961,50.66796
1782,-75.46642,7.55139
1783,-46.74903,-20.08916
1784,129.99722,-20.92905
1785,25.24387,-13.40219
1786,97.68895,30.61512
1787,-67.01545,0.56884
1788,87.06526,-71.34871
1789,125.20560,-73.06006
1790,66.36341,67.46886
1791,-134.80653,58.27426
1792,39.88985,32.02138
1793,49.45263,47.44615
1794,113.10556,35.89005
1795,145.46990,66.59616
1796,-81.52760,38.91685
1797,-20.13906,76.05847
1798,-79.37372,-80.12999
1799,111.91267,-72.09396
1800,128.22329,57.56873
1801,167.63927,61.98565
1802,100.52643,-0.93276
1803,38.92775,-80.52814
1804,132.87261,-85.31918
1805,-50.65043,-8.68705
1806,66.42123,56.90261
1807,-138.68608,-79.90411
1808,33.24683,69.36399
1809,9.25980,60.30901
1810,17.12093,30.99837
1811,-54.88885,4.17912
1812,-115.15897,-86.57004
1813,133.42913,67.65123
1814,-64.95352,-34.32044
1815,91.35560,69.72260
1816,-96.81140,36.43454
1817,-69.27494,-7.77538
1818,143.36943,-37.98797
1819,-82.32539,74.75394
1820,-88.62385,41.41117
1821,33.82911,-88.89367
1822,102.97591,64.88441
1823,-38.96764,82.14451
1824,125.97839,65.25766
1825,20.58769,64.15748
1826,72.95809,36.24471
1827,85.20632,-68.52624
1828,-1.92039,43.08697
1829,29.74894,-30.80264
1830,-99.32879,36.82242
1831,138.88390,-78.35008
1832,39.01870,-11.53787
1833,144.38451,-73.40628
1834,-43.34670,-12.74547
1835,19.43612,-18.77036
1836,9.98786,-85.76053
1837,-126.24847,-78.45857
1838,142.51730,-74.39577
1839,48.11961,-84.44932
1840,134.89699,49.75500
1841,-69.23612,-85.76674
1842,-90.51858,29.48530
1843,-72.54939,-1.45846
1844,41.16562,-74.29560
1845,-33.64040,-84.07966
1846,121.60839,62.82753
1847,-100.65037,-88.44875
1848,24.04427,-20.17102
1849,21.98044,-73.35064
1850,-95.70065,-85.72368
1851,122.53364,46.39663
1852,17.32869,65.93371
1853,-110.43221,58.49044
1854,143.29426,72.08271
1855,116.64153,60.64509
1856,-75.12387,-89.08683
1857,39.85918,60.28428
1858,-4.21953,-77.43635
1859,-148.12539,64.27011
1860,114.81634,49.84130
1861,164.07957,-77.65702
1862,59.66473,-80.29466
1863,-84.81237,32.86952
1864,137.63230,35.01589
1865,54.39339,56.24053
1866,-79.71481,42.50378
1867,67.39782,-71.20147
1868,-71.73269,-1.43422
1869,-61.79590,-10.38357
1870,62.57659,62.66157
1871,28.83855,23.58932
1872,139.36790,57.36449
1873,-110.91486,43.84245
1874,-143.79733,-77.77855
1875,-98.51983,-79.21734
1876,-63.00821,-4.56944
1877,98.99976,8.73759
1878,-109.08784,-81.05257
1879,121.15276,53.06330
1880,-86.37383,51.40863
1881,75.93988,-74.25875
1882,-90.07418,19.56135
1883,44.81858,-87.97389
1884,21.02725,-5.97849
1885,10.19695,10.45433
1886,151.96195,70.53964
1887,-77.72064,51.82709
1888,166.43868,-88.32058
1889,-105.87314,-89.69549
1890,-70.02287,-73.71823
1891,134.53332,35.51597
1892,-82.81422,41.69831
1893,-37.66004,-11.86071
1894,57.68074,-78.23414
1895,20.40511,24.60139
1896,20.58374,28.70802
1897,40.52200,-1.55354
1898,101.55591,25.09571
1899,-112.66214,-77.08227
1900,83.20917,43.48907
1901,-51.60699,-17.91639
1902,12.53647,-88.44957
1903,95.79988,73.63325
1904,158.31846,62.88701
1905,23.88882,54.32303
1906,89.62044,39.01595
1907,22.79433,6.20167
1908,96.26722,75.20144
1909,139.37333,-79.48640
1910,32.94417,-85.84238
1911,144.20060,-81.58584
1912,-111.15855,75.03004
1913,40.30236,-79.35467
1914,126.23130,49.71252
1915,-1.01869,34.49567
1916,20.89211,-21.73221
1917,108.53214,70.05575
1918,46.39596,50.62348
1919,34.04319,67.27701
1920,139.68631,-82.38551
1921,61.05221,27.85897
1922,19.86342,-71.74272
1923,52.61599,-86.89694
1924,-80.85321,72.84713
1925,118.71199,-33.48665
1926,102.06129,24.33534
1927,-89.21650,39.44087
1928,-8.94398,20.39043
1929,-75.06155,-8.51790
1930,24.63359,-84.41878
1931,119.35706,52.41979
1932,135.41360,-81.92325
1933,-14.78065,-78.41193
1934,-62.00272,-0.09758
1935,-0.27121,49.08999
1936,-105.50223,-88.06837
1937,-73.36581,-12.03130
1938,118.68384,49.85768
1939,-95.89787,62.82649
1940,-44.11872,-3.18075
1941,-102.11328,-84.81372
1942,149.10737,60.53996
1943,-53.22511,78.72068
1944,44.06768,59.93386
1945,-67.07855,0.32823
1946,-60.50869,-35.21376
1947,93.14991,-79.25755
1948,-10.84053,15.05311
1949,-103.42570,33.79007
1950,45.01119,-22.46943
1951,102.17395,-69.26858
1952,115.20873,58.48619
1953,91.23689,-89.65114
1954,-87.19499,38.67482
1955,22.49381,58.32716
1956,97.61985,29.60851
1957,117.01945,6.58978
1958,5.39090,12.28669
1959,157.05923,66.20546
1960,114.93974,33.95470
1961,126.51633,-20.41936
1962,79.59461,71.93056
1963,23.06625,70.40619
1964,-167.72252,-86.77547
1965,33.23753,-75.25751
1966,-75.41512,-12.64861
1967,-44.92753,-87.41377
1968,-86.18120,52.09277
1969,170.77042,64.54517
1970,-1.77183,22.27562
1971,-75.03628,-48.12874
1972,64.79230,80.84263
1973,119.44581,-29.13132
1974,98.48548,-79.66402
1975,105.88503,48.79379
1976,162.66100,-83.67871
1977,126.88148,-69.32239
1978,87.42550,-74.69421
1979,-97.00157,60.85198
1980,10.07568,-83.18543
1981,137.33026,-17.67616
1982,171.82902,65.56627
1983,30.67678,69.70421
1984,-118.32325,-84.97351
1985,-111.36469,50.93169
1986,17.19936,8.18127
1987,156.99303,-87.70214
1988,125.76057,-74.93586
1989,121.60726,-69.95032
1990,95.02223,71.44569
1991,76.17917,-75.51914
1992,-58.55364,-12.18022
1993,-94.85361,47.43958
1994,65.73375,40.98364
1995,137.07514,50.08233
1996,158.14842,-72.18177
1997,135.04402,-87.79437
1998,18.20616,4.69011
1999,89.80785,48.78170
2000,27.01491,-13.96812
2001,30.73522,26.77451
2002,33.08603,-78.23561
2003,-167.90924,-87.79486
2004,59.92807,-83.93927
2005,115.96311,-3.10130
2006,53.80157,56.13523
2007,-47.21052,63.44926
2008,-58.24233,76.97374
2009,176.04396,-85.96498
2010,56.43134,-68.37742
2011,-117.57215,42.36665
2012,99.74011,8.84936
2013,73.32138,60.79646
2014,-55.67764,3.88103
2015,-50.68904,-19.21246
2016,72.22072,-73.53954
2017,123.95930,66.16072
2018,129.49247,62.28162
2019,122.63700,-86.14860
2020,27.41470,-19.22184
2021,-0.39153,49.26691
2022,120.20287,30.76836
2023,-7.10433,-86.55199
2024,89.40788,48.73049
2025,-85.92236,44.13558
2026,-88.67714,30.73312
2027,20.73396,-1.51652
2028,21.81383,24.19659
2029,123.12102,-33.03690
2030,-43.93832,-10.17482
2031,19.34867,24.60820
2032,64.66428,-88.39877
2033,-22.80077,-89.85603
2034,45.40051,19.49462
2035,157.44328,-89.12315
2036,62.57443,39.33541
2037,33.35646,21.15965
2038,-56.03368,81.96089
2039,79.53042,51.39172
2040,76.38150,23.91078
2041,-81.56201,77.53126
2042,-11.61863,13.41675
2043,-34.53481,80.08806
2044,-116.31608,43.63495
2045,49.14161,64.26882
2046,135.95343,-66.84393
2047,26.51705,-26.75964
2048,76.08081,-74.29257
2049,66.36993,-71.08437
2050,166.10281,-86.50936
2051,-99.53960,-74.77410
2052,160.78774,-77.46767
2053,-161.79059,69.92810
2054,91.89123,-69.89671
2055,-120.65327,54.23359
2056,124.98513,67.47277
2057,-150.63276,61.78834
2058,95.03131,-79.15058
2059,67.68186,69.89013
2060,22.31056,-19.83589
2061,-95.48634,45.50249
2062,38.26258,61.00957
2063,-30.89264,74.24156
2064,147.05054,60.10119
2065,13.30580,-4.45573
2066,-55.02713,-24.88504
2067,-7.51706,53.36303
2068,147.30720,-19.70133
2069,-105.24223,29.01922
2070,37.67224,66.87986
2071,-55.57498,74.99812
2072,53.65610,27.67918
2073,-116.86868,60.99286
2074,-46.99930,62.50108
2075,25.54973,6.78617
2076,33.07503,2.73053
2077,-3.14308,24.86776
2078,166.10703,68.47684
2079,127.77830,56.84439
2080,59.82559,45.04801
2081,110.89035,-2.36728
2082,31.89722,-26.28744
2083,58.44242,74.96178
2084,102.99569,19.44736
2085,-122.48759,-78.69153
2086,135.67705,-79.33983
2087,-121.56111,37.45938
2088,133.47315,-18.02821
2089,-105.32982,-75.58478
2090,22.73588,29.53382
2091,-87.88601,-84.25917
2092,77.13301,44.59200
2093,152.40416,67.95584
2094,106.97388,-89.86416
2095,74.93869,15.83889
2096,45.53675,2.15737
2097,99.67260,13.44905
2098,44.72078,-21.78146
2099,-70.79658,-51.54621
